,id,name,area,description,experience,schedule,employment,employer,key_skills,published_at,salary_from,salary_to,currency
54,81342118,Налоговый аудитор/Консультант,Москва,"<strong>Ключевые задачи:</strong> <ul> <li>Участие в проведении внутреннего налогового аудита процессов формирования налоговой отчетности, подготовка предложений по их совершенствованию с целю минимизации налоговых рисков и использования налоговых активов;</li> <li>Организация системного контроля за налоговыми рисками в целях их предотвращения;</li> <li>Разработка и внедрение специальной процедуры по мониторингу налоговых рисков;</li> <li>Анализ и мониторинг налогового законодательства;</li> <li>Налоговое консультирование, проведение обучающих тренингов;</li> <li>Участие в комплексных проверках по направлениям деятельности группы;</li> <li>Актуализация учетных политик для целей налогообложения компаний.</li> </ul> <strong>Пожелания к кандидатам:</strong> <ul> <li>Высшее профильное образование (экономическое/финансовое/юридическое) в ГосВузах;</li> <li>Практический опыт работы налоговым аудитором и/или налоговым консультантом;</li> <li>Наличие квалификационного аттестата внешнего аудитора и сертификата AССA &quot;Налогообложение в РФ&quot;;</li> <li>Отличные знания принципов налогового и бухгалтерского учета, гражданского, налогового, арбитражного процессуального законодательства, судебно-арбитражной практики по налоговым спорам.</li> </ul> <strong>Мы предлагаем:</strong> <ul> <li>Официальное трудоустройство согласно ТК РФ, соц. пакет, включая ДМС по окончании 1 года работы;</li> <li>Работа в крупной стабильной компании, развивающейся высокими темпами;</li> <li>Работа в сплоченной команде профессионалов;</li> <li>Полный рабочий день с 9.00 до 18.00,</li> <li>Офис на ст.м. Таганская/Марксистская (5 - 7 мин пешком).</li> </ul>",Более 6 лет,Полный день,Полная занятость,Encore,[],2023-05-31 09:34:51+03:00,200000.0,200000.0,RUR
55,81405517,Внутренний аудитор,Москва,"<p>Сеть учреждений здравоохранения «РЖД-Медицина» - это: 175 лет истории успеха железнодорожной медицины в 75 регионах РФ</p> <p>134 структурных подразделения, 104 стационара и 144 амбулаторно-поликлинических учреждения, 10 передвижных медицинских комплексов на основе автомобилей и 2 медицинских поезда. У нас трудится 778 кандидатов наук, 77 докторов наук.</p> <p>Здесь ежегодно получают помощь более 2,5 млн человек.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Проведение аудиторских проверок финансово-хозяйственной деятельности, финансовой, налоговой и управленческой отчетности учреждений здравоохранения, анализ достоверности, оценка полноты и своевременности ее составления и представления;</li> <li>Проверка сохранности и эффективности использования активов контролируемых учреждений;</li> <li>Экспертная оценка финансово-хозяйственных операций, контроль своевременности и полноты отражения в учетных документах совершаемых сделок (заключаемых договоров) и их результатов;</li> <li>Выявление внутренних резервов, определение эффективности их использования;</li> <li>Мониторинг расходования целевых средств, анализ соответствия доходов и расходов, а также направления их использования;</li> <li>Анализ дебиторской и кредиторской задолженности, контроль своевременности выполнения и погашения договорных обязательств;</li> <li>Участие в проведении выборочных инвентаризаций и ревизий с целью выявления и ликвидации задолженностей и недостач;</li> <li>Проверка соблюдения законодательства РФ, внутренних стандартов и регламентов Учредителя;</li> <li>Подготовка учреждений к внешнему аудиту;</li> <li>Составление отчетов по проведенной работе и экспертных заключений по результатам проверок;</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование: экономическое, по специальности «Бухгалтерский учет и аудит»;</li> <li>Наличие аттестата аудитора или профессионального бухгалтера;</li> <li>Опыт работы ведущим бухгалтером не менее 5 лет или аудитором не менее 1 года;</li> <li>Опыт проведения проверок и ревизий;</li> <li>Знание нормативных и методических материалов, регламентирующих финансово- хозяйственную деятельность организаций: трудовое, финансовое, налоговое и гражданское законодательство;</li> <li>Знание специфики деятельности некоммерческих организаций и организаций, осуществляющих медицинскую деятельность;</li> <li>Владение методиками и процедурами, стандартами внутреннего аудита, методами анализа хозяйственно-финансовой деятельности;</li> <li>Знание нормативной базы порядка ведения бухгалтерского учета и составления отчетности по РБСУ, налоговой системы РФ и порядка исчисления налогов, порядка ведения кассовых операций в РФ и применения ККТ;</li> <li> <p><em>Уверенный пользователь ПК: 1С Предприятие 8.3; 8.2; 7,7 Конфигурации 1С Бухгалтерия; 1С-Бухгалтерия автономного учреждения; 1С-Бухгалтерия некоммерческой организации; ЗУП. </em><em>Microsoft</em><em> </em><em>Office:</em><em> </em><em>Word</em><em>, </em><em>Excel</em><em>, </em><em>Outlook</em><em>; Консультант Плюс или Гарант;</em></p> </li> <li><strong>Готовность к командировкам 50% рабочего времени</strong>;</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Трудоустройство в соответствии с ТК РФ;</li> <li>Официальная заработная плата;</li> <li>График работы 9.00 до 18.00.</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,РЖД-Медицина,[],2023-06-01 12:03:53+03:00,149000.0,149000.0,RUR
56,80576281,Аудитор,Мурманск,"<p>⭐<strong>ГОРЯЧАЯ ВАКАНСИЯ</strong>⭐</p> <p><strong>Что хотим предложить тебе:</strong></p> <p>✔️ Оплата топливных расходов.<br />✔️ Официальное трудоустройство.<br />✔️ Работа в стабильной компании.<br />✔️ Доступ к информации по обучению 24/7.<br />✔️ Гарантию своевременной выплаты заработной платы.<br />✔️ Обучение и карьерный рост.<br />✔️ Бонусы и премии по итогам работы.<br /></p> <p><strong>Что нам хотелось бы видеть:</strong></p> <p>✔️ Опыт работы в торговле (это будет преимуществом).</p> <p><strong>‍Что ты будешь делать:</strong></p> <p>✔️ Посещать торговые точки согласно маршруту<br />✔️ Составлять отчётность (чек-лист/фото с торговых точек)<br />✔️ Проверять выкладку продукта сотрудниками торговых точек<br />✔️ Составлять претензии о нарушениях.</p> <p>☑️ <strong>График работы</strong>: пятидневка с 09:00 до 18:00;</p> <p>✅ <strong>Работа по адресу:</strong> г. Мурманск, г. Североморск (пропуск предоставляется)</p> <p><strong>Ждём вас на собеседование! Позвоните по контактному номеру телефона или нажмите на ⬇️Откликнуться⬇️.</strong></p> <p><strong>О Компании:</strong><br /><em>Компания <strong>ОКРАИНА - </strong>это современное предприятие, выпускающее мясные продукты с 2000 года. Сегодня <strong>ОКРАИНА </strong>- это группа мясоперерабатывающих предприятий, расположенных в Мурманской области, а также в Московском регионе.</em></p>",Нет опыта,Полный день,Полная занятость,"Окраина, Группа Компаний","[{'name': 'Мобильность'}, {'name': 'Отчетность'}]",2023-05-17 11:32:35+03:00,40000.0,60000.0,RUR
57,81247132,Аудитор (служба безопасности),Симферополь,"<p><strong>НОВЫЙ</strong> строительно-хозяйственный гипермаркет сети <strong> «Уютстрой»</strong> <em>( г. Симферополь, Объездная дорога 20)</em> в связи с расширением штата объявляет набор на вакансию <strong>аудитор (ревизор службы безопасности).</strong></p> <p><em><strong>Для расмотрения Вашей кандидатуры Ваше резюме должно быть полным и подробным. Оставьте отклик и мы вам перезвоним.</strong></em></p> <p><strong>Обязанности:</strong></p> <p>- контроль пересчётов товара (внутреннее перемещение товара среди подразделений, внешнее межмаркетовое перемещение, инвентаризации);</p> <p>- контроль при процессах приема, возврата, перемещения товара, путем изучения документов, проведения сплошных и выборочных контрольных проверок или личного участия в процессах;</p> <p>- внесение предложений по улучшению деятельности службы безопасности по сохранению ТМЦ.</p> <p> </p> <p><strong>Требования:</strong></p> <p>- образование: высшее или среднее специальное (экономическое или юридическое);</p> <p>- опыт работы на аналогичной должности (товаровед, ревизор, аудитор) в торговых организациях;</p> <p>- ответственность;</p> <p>- внимательность;</p> <p>- стрессоустойчивость;</p> <p>- готовность отстаивать интересы компании;</p> <p>- умение и готовность выполнять задачи в сжатые сроки.</p> <p> </p> <p><strong>Наши условия:</strong></p> <p>- опыт работы в крупной, стабильной компании;</p> <p>- возможность развития, перспективы карьерного роста;</p> <p>- официальное трудоустройство согласно ТК РФ;</p> <p>- полный социальный пакет, предоставление ежегодного оплачиваемого отпуска, оплата листка нетрудоспособности;</p> <p>- стабильные выплаты заработной платы (возможныпремии по результатам работы)</p> <p>- бесплатное обучение, тренинги;</p> <p>- бесплатное питание;</p>",От 1 года до 3 лет,Полный день,Полная занятость,Стройцентр,"[{'name': 'Внутренний контроль'}, {'name': 'Работа с ТМЦ'}, {'name': 'Проведение инвентаризаций'}, {'name': 'Точность и внимательность к деталям'}, {'name': 'Материальная ответственность'}, {'name': 'Работа в условиях многозадачности'}, {'name': 'Журнал учёта ТМЦ'}, {'name': 'Навыки улаживания конфликтов'}, {'name': 'Опытный пользователь ПК'}, {'name': 'Проведение инвентаризация ОС'}]",2023-05-29 15:19:45+03:00,40000.0,,RUR
58,81482208,Аудитор,Москва,"<p><strong>ЮМАТЕКС </strong>– дивизион «Перспективные материалы и технологии» Госкорпорации «Росатом». Компания создана с целью формирования рынка композиционных материалов в России. Объединяет научно-исследовательский центр и предприятия по производству высокопрочных и высокомодульных углеродных волокон, тканей, препрегов и готовых изделий на их основе.</p> <p><strong>Задачи и обязанности:</strong></p> <ul> <li>Проведение контрольных мероприятий (внутренних аудитов), в т.ч. проведение проверок бухгалтерской (финансовой) отчетности Общества и ее организаций</li> <li>Проведение проверок соблюдения Единого отраслевого стандарта закупок (ЕОСЗ) на основании 223-ФЗ</li> <li>Осуществление проверок эффективности использования имущества и иных ресурсов Общества и ДЗО</li> <li>Оформление аудиторского отчета на основании Международных профессиональных стандартов внутреннего аудита и внутренний методик, подготовка и представление актов (отчетов) и предложений по результатам проведенных контрольных мероприятий</li> <li>Разработка рекомендаций (плана корректирующих мероприятий) с целью устранения выявленных недостатков и нарушений</li> </ul> <p><strong>Наши ожидания:</strong></p> <ul> <li>Высшее образование в области экономики, финансов, бухгалтерского учета или аудита </li> <li>Опыт работы в области управления организацией, управления рисками, внутреннего контроля, планирования и исполнения аудиторских заданий от 5 лет</li> <li>Наличие детальных навыков работы в области управления рисками и навыков аналитической работы, владение методами внутреннего контроля</li> <li>Уровень анлийского языка В1</li> <li>Системность в подходе решения задач, способность излагать аудиторские доказательства в убедительной и краткой текстовой форме, проактивность в работе </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Высокий уровень дохода (фикс + годовой бонус)</li> <li>Расширенный социальный пакет: ДМС, корпоративные скидки на услуги партнеров (английский язык, фитнес и др.)</li> <li>Гибридный формат работы с частично удаленным режимом работы</li> <li>Офис в 5-7 минутах пешком от ст.м. Текстильщики</li> <li>Возможности профессионального обучения, доступ к образовательным ресурсам Росатома</li> </ul>",От 3 до 6 лет,Полный день,Полная занятость,ЮМАТЕКС Росатом,"[{'name': 'Финансовая отчетность'}, {'name': 'Аудит'}, {'name': 'Внутренний контроль'}]",2023-06-02 18:23:56+03:00,,,
59,81415931,Аудитор торговых точек,Дзержинск (Нижегородская область),"<p><em>GLOBALTEAM - это стабильная международная Компания, работающая с лидерами FMCG - рынка на территории России с 2008 года. В ряде городов имеются филиалы и представительства.</em></p> <p><em>Компания реализует множество интересных проектов по нескольким направлениям: мерчандайзинг, тайные проверки, а также разные виды аудитов.</em></p> <p><em>Ждем активных соискателей в нашу команду!</em></p> <p><br />Открыт набор сотрудников на аудит торговых точек. Проверка работы мерчендайзеров. Без работы с самим товаром. Только фото выкладки в напольных ларях и полках.<br /><br />ПОДРАБОТКА, <strong>только фото</strong><br /><br /><strong>Обязанности:</strong></p> <ul> <li>Фото выкладки колбас и замороженных полуфабрикатов в напольных ларях и полках;</li> <li>Фотоотчетность осуществляется через специальное мобильное приложение;</li> <li>С товаром не работаем, не выкладываем, не поправляем, ничего не сверяем;</li> <li>Ручной ввод данных с фотографий и полок отсутствует, <strong>только фото</strong>.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Продукция - колбасы и замороженные полуфабрикаты</li> <li>Ежемесячная подработка на постоянной основе</li> <li>График работы: свободный, рабочие дни обсуждаете с координатором, работаете в <strong>любое удобное время</strong></li> <li>Объем работы -2 гипермаркета, 10 дискаунтеров</li> <li>В работу можно взять все 12 точек или только любые удобные из них</li> <li><strong>Точки вы можете подобрать под себя сами, по удобству расположения</strong></li> <li><strong>Каждую точку нужно проверить до 15 июня!</strong></li> <li>Заработная плата за все точки - <strong>2180 рублей</strong>,<strong> </strong>заработная плата за каждую точку отдельно: гипермаркет - 340 руб., дискаунтер - 150 руб.</li> <li>Примерное время вашей работы в торговой точке составит: в гипермаркете - 30 минут, в дискаунтере - 15 минут.</li> </ul>",Нет опыта,Гибкий график,Частичная занятость,GLOBALTEAM RUSSIA,"[{'name': 'Мерчандайзинг'}, {'name': 'Выкладка товаров'}, {'name': 'Мобильный мерчандайзинг'}, {'name': 'Торговля'}, {'name': 'Фотография'}, {'name': 'Стационарный мерчандайзинг'}, {'name': 'Работа с региональными сетями'}, {'name': 'Фото'}, {'name': 'Работа с федеральными сетями'}]",2023-06-01 14:17:36+03:00,2180.0,2180.0,RUR
60,80437798,Специалист по контролю дистрибьюции (аудитор торговых точек),Москва,"<strong>Обязанности:</strong> <ul> <li>Осуществление контроля по наличию продукции в торговых точках.</li> <li>Контроль соответствия цен;</li> <li>Контроль соблюдения утвержденных матриц по категориям точек;</li> <li>Контроль соблюдения планограмм;</li> <li>Контроль соблюдения полочного пространства</li> <li>Составление отчетов/фотоотчетов о наличии продукции в торговых точках.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Образование высшее или неоконченное высшее;</li> <li>Опыт работы торговым представителем или мерчендайзером приветствуется;</li> <li>Коммуникабельность, ответственность, стрессоустойчивость .</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работу в крупной стабильной Компании - лидере рынка;</li> <li>Оформление и социальные гарантии по ТК РФ.</li> <li>График работы 5/2 (9.00-17.30)</li> </ul> <p> </p>",Нет опыта,Полный день,Полная занятость,Молвест,"[{'name': 'Проведение промо акций'}, {'name': 'Визуальный мерчандайзинг'}, {'name': 'Контроль работы промоутеров'}, {'name': 'Локальные сети'}]",2023-05-29 10:02:39+03:00,65600.0,65600.0,RUR
61,81310653,Помощник бухгалтера/аудитора,Астана,"<strong>Обязанности:</strong> <ul> <li>Выполнение заданий главного аудитора</li> <li>Работа с документами, документирование</li> <li>Архивирование</li> </ul> <strong>Требования:</strong> <ul> <li>Знание Word и Excel</li> <li>Исполнительность, ответственность</li> <li>Стрессоустойчивость</li> <li>Порядочность</li> <li>Умение работать с орг. техникой</li> <li>Организованность и аккуратность в работе</li> <li>Высокая работоспособность</li> <li>Рассматриваем также выпускников колледжей и ВУЗов без опыта работы по специальности экономика, финансы, бухучет и аудит, математика, менеджмент</li> </ul> <strong>Условия:</strong> <ul> <li>Работа по проекту</li> <li>Развозка с компании</li> <li>Обед за счет компании</li> <li>График работы 5/2</li> </ul>",Нет опыта,Полный день,Полная занятость,KGS-Astana,"[{'name': 'высокая работоспособность'}, {'name': 'Стрессоустойчивость'}, {'name': 'Исполнительность'}]",2023-06-02 14:43:37+03:00,120000.0,,KZT
62,81040351,Аудитор пищевого производства (ХАСПП),Саратов,"<strong>Обязанности:</strong> <ul> <li>Проведение аудита пищевого производства; склада пищевой продукции торговой сети</li> <li>Составление аудиторского отчета (по корпоративной форме);</li> <li>Фотоотчет.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт проведения/приемов аудита по ISO 22000;</li> <li>Квалификационное удостоверение по ISO 22000;</li> <li>Пройденное обучение по ХАССП (приветствуется).</li> </ul> <strong>Условия:</strong> <ul> <li>Проведение аудита предприятия/склада в течение 1-го дня;</li> <li>Оплачивается работодателем: мобилизация, демобилизация, размещение</li> <li>Оформление согласно ТК РФ.</li> </ul>",От 1 года до 3 лет,Полный день,Проектная работа,ТЮФ Тюринген ПромСервис,"[{'name': 'Аудиторские проверки'}, {'name': 'проведение аудитов по пищевой промышленности'}, {'name': 'оформление документации'}, {'name': 'Аудит'}]",2023-05-25 15:05:16+03:00,5000.0,,RUR
63,81281836,Аудитор-ревизор,Краснодар,"<p><strong>ГК &quot;Европея</strong><strong>&quot; - одна из крупнейших строительных компаний на юге России, специализирующаяся на комплексном создании жилой среды</strong> <strong>с соблюдением высоких стандартов чистоты, экологичности и комфорта. Мы заботимся о личном пространстве каждого своего жителя уже более 15 лет.</strong></p> <p>Мы сами строим дома и отвечаем за их качество. Помогаем в приобретении недвижимости. Управляем жилым районом и каждым домом в нем. Целостная структура компании позволяет предоставить лучший уровень качества, цены и комфорта.</p> <p><strong>В головной офис ГК Европея открыт набор на позицию Аудитор-ревизор</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Выполнение плановых проверок, согласно утвержденного плана (как самостоятельно, так и в составе команды).</li> <li>Составление программ проверки.</li> <li>Проведении внутренних расследований.</li> <li>Выработка рекомендаций и подготовка отчетов по результатам проверок.</li> <li>Контроль выполнения планов устранения нарушений.</li> <li>Выполнение внеплановых проверок.</li> </ul> <strong>Требования:</strong> <ul> <li>Знание методологии и стандартов проведения внутренних аудитов.</li> <li>Знание и применение законодательных и нормативных актов в части проведения аудиторских проверок</li> <li>Знание бухгалтерского и налогового законодательства.</li> <li>Владение навыками оформления рабочих документов при проведении проверок, разработки и подготовки аудиторской отчетности.</li> <li>Умение логично и доступно для понимания излагать мысли в устной и письменной форме.</li> <li>Уверенный пользователь 1С, MS office , отличное владение Excel.</li> <li>Ответственность, внимательность, деловая коммуникация, умение отстаивать свою позицию, инициативность, ориентация на результат, способность работы с большим объемом информации, аналитический склад ума.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в крупной, динамично развивающейся компании</li> <li>Трудоустройство согласно ТК РФ</li> <li>График работы 5/2 с 9:00 до 18:00, в пятницу до 17:00</li> <li>Уровень заработной платы обсуждается с кандидатом индивидуально.</li> </ul> <p><em>Если Вы готовы стать частью нашей сплоченной команды - оставляйте отклик или звоните по указанному телефону! При возникновении вопросов по вакансии, свяжитесь с нами, расскажем все подробности<strong>!</strong></em></p> <p><strong>Е В Р О П Е Я - ДОМ, ГДЕ ТЕБЯ ЖДУТ!</strong></p> <p> </p>",От 3 до 6 лет,Полный день,Полная занятость,ЕВРОПЕЯ,[],2023-05-30 09:55:58+03:00,,,
64,81418979,Аудитор торговых точек/мерчендайзер (табачная продукция),Можайск,"<p><strong>В Международную компанию производителя табачной продукции требуется Аудитор торговых точек.</strong></p> <p>Большая часть магазинов расположена Одинцовском р-не, Звенигороде, Можайске. Так же в маршрут входят ВНИИССОК, Голицыно, Руза, Жаворонки, Кубинка, Нестерово, Тучково</p> <p><strong>Условия:</strong></p> <ul> <li>Оформление по ТК РФ;</li> <li>Своевременная и стабильная заработная плата в размере 65 000 рублей (ГСМ включен в зарплату);</li> <li>График работы с 9:00 до 18:00;</li> <li>Выходные дни: суббота и воскресенье;</li> <li>Работа разъездного характера</li> <li><strong>Компания автомобиль не предоставляет</strong>.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Приветствуется опыт работы мерчендайзером/аудитором/продавцом;</li> <li>Наличие медицинской книжки;</li> <li>Телефон на платформе Android или IOS;</li> <li>Опрятный, презентабельный внешний вид.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Проверка наличия ассортимента продукции;</li> <li>Контроль стока в торговой точке;</li> <li>Размещение информационных материалов;</li> <li>Заполнение электронной отчетности;</li> <li>Поддержание высоких стандартов представленности брендов в торговых точках;</li> </ul>",Нет опыта,Полный день,Полная занятость,Action,"[{'name': 'Ответственность'}, {'name': 'Коммуникабельность'}, {'name': 'Стрессоустойчивость'}, {'name': 'Выкладка товаров'}, {'name': 'Работа с кассой'}, {'name': 'Мерчандайзинг'}, {'name': 'Мерчендайзинг'}, {'name': 'Визуальный мерчандайзинг'}, {'name': 'Мобильный мерчандайзинг'}, {'name': 'FMCG Продажи'}]",2023-06-01 14:58:41+03:00,,70000.0,RUR
65,80526110,Аудитор по санитарно-гигиенической безопасности,Санкт-Петербург,"<p>Наша компания находится в поисках аудитора, приветствуется опыт работы, готового к режиму многозадачности и разъездному характеру работы (СПб, редко - ЛО).​​​​​​​​​​​​​​</p> <p><strong>Обязанности:</strong></p> <ul> <li>Контроль за соблюдением требований санитарного законодательства на предприятиях (соответствия требованиям Роспотребнадзора, Ветеринарной Службы, Россельхознадзора);</li> <li>Контроль за соблюдением выполнения требований санитарных правил для объектов: пищевые производства, объекты питания и отдыха на предприятиях, food-ритейл, фасовочные производства, предприятия индустрии спорта и другое;</li> <li>Проведение производственного контроля на объектах;</li> <li>Знания принципов ХАССП;</li> <li>Проверка ЛМК и прививочных сертификатов;</li> <li>Проверка сопроводительной документации на продукцию (вет. справки, сертификаты и прочее);</li> <li>Работа с нормативно-технической документацией;</li> <li>Составление отчетов проверок;</li> <li>Консультативная помощь предприятиям по вопросам санитарного законодательства;</li> <li>Контроль за соблюдением санитарного режима на объектах;</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование: Общая гигиена, Гигиена питания, Технолог общественного питания, Менеджмент качества; Средне специальное.</li> <li>Опыт работы по специальности в сфере общественного питания будет Вашим преимуществом;</li> <li>Знание нормативной и регламентирующей документации;</li> <li>Высокие навыки личного общения, грамотная речь, внимательность, клиентоориентированность;</li> <li>Умение работать в режиме многозадачности;</li> <li>Желание учиться и развиваться;</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в быстроразвивающейся крупной Компании;</li> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>Конкурентная заработная плата (обсуждается по итогам собеседования);</li> <li>График работы: 5/2 с 9:30 до 18:30. Или рассмотрим вариант самозанятости или подработки.</li> <li>Разъездной характер работы (г.Санкт-Петербург, эпизодически - ЛО);</li> <li>При наличии рекомендаций просьба приложить их к сопроводительному письму.</li> </ul>",От 1 года до 3 лет,Полный день,Полная занятость,Sanerity,"[{'name': 'Санитарная экспертиза'}, {'name': 'Санитарный контроль'}, {'name': 'Гигиена'}, {'name': 'Обеспечение внутренней безопасности'}, {'name': 'Аудит безопасности'}, {'name': 'Взаимодействие с Роспотребнадзором'}, {'name': 'HACCP'}, {'name': 'Пользователь ПК'}, {'name': 'Работа в команде'}, {'name': 'Деловое общение'}, {'name': 'Умение работать в команде'}, {'name': 'Ведение отчетности'}, {'name': 'Внутренний контроль'}, {'name': 'Производственный контроль'}, {'name': 'Контроль сроков годности'}, {'name': 'Контроль качества'}, {'name': 'Проведение внутренних расследований'}, {'name': 'Взаимодействие с контрольными органами'}, {'name': 'Работа с оргтехникой'}]",2023-05-16 17:27:04+03:00,50000.0,65000.0,RUR
66,81376981,Внутренний налоговый аудитор (удаленно),Санкт-Петербург,"<p>Центр профессиональной бухгалтерии &quot;Приоритет&quot; входит в ТОП 100 лучших предприятий по бухгалтерскому и налоговому учету России по итогам 2019г.<br />Мы объединяем в своем коллективе экспертов в области бухгалтерского учета и налогообложения.<br />Компания &quot;Приоритет&quot; предоставляет полный комплекс услуг по ведению бухгалтерского учета в организациях с различными видами деятельности и системами налогообложения.</p> <p>Наша компания ищет квалифицированного <strong>Внутреннего аудитора для удаленной проектной работы. </strong></p> <p><strong>Вы легко справитесь, если:</strong><br />- Высшее экономическое образование;<br />- Обязателен опыт работы в аудите и консалтинге, связанный с бухгалтерским и<br />налоговым учетом, налоговым законодательством, досудебным урегулированием</p> <p><strong>Обязанности:</strong><br />- Консультирование клиентов компании по вопросам налогообложения, связанных с применением/получением налоговых льгот, РИП, СЗПК, ИНВ, ОЭЗ;<br />- Проекты по налоговой оптимизации,включая расчет налоговой нагрузки.<br />- Проведение аудиторских проверок налоговых деклараций и отчетности компании;<br />- Оценка соответствия деятельности компании законодательству о налогах и сборах;<br />- Выявление возможных налоговых рисков и разработка мер по их устранению;<br />- Составление отчетов о результатах проведенных проверок.</p> <p><strong>Требования:</strong><br />- Требование: опыт работы не менее 5 лет на должности главного бухгалтера/аудитора;<br />- Знание налогового законодательства и методов его применения;<br />- Знание методов и техник проведения налоговых аудитов;<br />- Высшее экономическое образование.</p> <p><strong>Условия:</strong><br />- Проектная работа на срок от 3 до 6 месяцев<br />- Удаленную работу;<br />- З/п по результатам собеседования, согласно вашим компетенциям;<br />- Стабильные выплаты 2 раза в месяц.</p>",От 3 до 6 лет,Полный день,Полная занятость,Приоритет,[],2023-05-31 17:35:23+03:00,,,
67,81318697,Внутренний аудитор/специалист по качеству,Краснодар,"<strong>Обязанности:</strong> <ul> <li>Подготовка производства к прохождению аудита</li> <li>Ведение всей необходимой документации</li> <li>оформление чек-листа по результатам аудита</li> <li>консультирование исполнителей по устранению несоответствий по результатам аудита;</li> <li>участие в обучении исполнителей;</li> </ul> <p><strong>Требования:</strong></p> <p>знание таких требований: санитарных правил, технических регламентов;</p> <ul> <li>знание процедур НАССР;</li> <li>опыт работы не менее 1 года в сфере общественного питания/пищевых производств;</li> </ul> <strong>Условия:</strong> <ul> <li><strong>удаленный формат работы (на производство приезжать по необходимости)</strong></li> <li>Официальное оформление по ТК РФ</li> <li>Стабильные выплаты заработной платы</li> </ul>",От 1 года до 3 лет,Удаленная работа,Полная занятость,Зелень Торг,[],2023-05-30 16:18:31+03:00,40000.0,40000.0,RUR
